chart_week,title,performer,wks_on_chart
12/24/1988,Waiting For A Star To Fall,Boy Meets Girl,16
12/24/1988,Two Hearts,Phil Collins,6
12/24/1988,Welcome To The Jungle,Guns N' Roses,10
12/24/1988,In Your Room,The Bangles,11
12/24/1988,Walk On Water,Eddie Money,13
12/24/1988,Don't Rush Me,Taylor Dayne,8
12/17/1988,Look Away,Chicago,13
12/17/1988,Every Rose Has Its Thorn,Poison,8
12/17/1988,Giving You The Best That I Got,Anita Baker,13
12/17/1988,My Prerogative,Bobby Brown,9
12/17/1988,Waiting For A Star To Fall,Boy Meets Girl,15
12/17/1988,"Baby, I Love Your Way/Freebird Medley",Will To Power,15
12/17/1988,I Don't Want Your Love,Duran Duran,10
12/17/1988,How Can I Fall?,Breathe,15
12/17/1988,Welcome To The Jungle,Guns N' Roses,9
12/17/1988,Walk On Water,Eddie Money,12
12/10/1988,Look Away,Chicago,12
12/10/1988,"Baby, I Love Your Way/Freebird Medley",Will To Power,14
12/10/1988,How Can I Fall?,Breathe,14
12/10/1988,I Don't Want Your Love,Duran Duran,9
12/10/1988,Giving You The Best That I Got,Anita Baker,12
12/10/1988,Every Rose Has Its Thorn,Poison,7
12/10/1988,Waiting For A Star To Fall,Boy Meets Girl,14
12/10/1988,My Prerogative,Bobby Brown,8
12/10/1988,Welcome To The Jungle,Guns N' Roses,8
12/10/1988,Walk On Water,Eddie Money,11
12/3/1988,"Baby, I Love Your Way/Freebird Medley",Will To Power,13
12/3/1988,Look Away,Chicago,11
12/3/1988,How Can I Fall?,Breathe,13
12/3/1988,I Don't Want Your Love,Duran Duran,8
12/3/1988,Desire,U2,10
12/3/1988,Giving You The Best That I Got,Anita Baker,11
12/3/1988,Waiting For A Star To Fall,Boy Meets Girl,13
12/3/1988,Bad Medicine,Bon Jovi,11
12/3/1988,Kissing A Fool,George Michael,9
12/3/1988,Every Rose Has Its Thorn,Poison,6
11/26/1988,Bad Medicine,Bon Jovi,10
11/26/1988,"Baby, I Love Your Way/Freebird Medley",Will To Power,12
11/26/1988,Desire,U2,9
11/26/1988,How Can I Fall?,Breathe,12
11/26/1988,Kissing A Fool,George Michael,8
11/26/1988,Look Away,Chicago,10
11/26/1988,I Don't Want Your Love,Duran Duran,7
11/26/1988,"Wild, Wild West",The Escape Club,15
11/26/1988,Giving You The Best That I Got,Anita Baker,10
11/26/1988,The Loco-Motion,Kylie Minogue,14
11/19/1988,Bad Medicine,Bon Jovi,9
11/19/1988,"Wild, Wild West",The Escape Club,14
11/19/1988,The Loco-Motion,Kylie Minogue,13
11/19/1988,Desire,U2,8
11/19/1988,"Kokomo (From""Cocktail"" )",The Beach Boys,12
11/19/1988,"Baby, I Love Your Way/Freebird Medley",Will To Power,11
11/19/1988,Kissing A Fool,George Michael,7
11/19/1988,How Can I Fall?,Breathe,11
11/19/1988,Look Away,Chicago,9
11/19/1988,One Moment In Time,Whitney Houston,11
11/12/1988,"Wild, Wild West",The Escape Club,13
11/12/1988,"Kokomo (From""Cocktail"" )",The Beach Boys,11
11/12/1988,The Loco-Motion,Kylie Minogue,12
11/12/1988,Bad Medicine,Bon Jovi,8
11/12/1988,One Moment In Time,Whitney Houston,10
11/12/1988,Desire,U2,7
11/12/1988,Groovy Kind Of Love,Phil Collins,11
11/12/1988,"Baby, I Love Your Way/Freebird Medley",Will To Power,10
11/12/1988,Kissing A Fool,George Michael,6
11/12/1988,Never Tear Us Apart,INXS,14
11/5/1988,"Kokomo (From""Cocktail"" )",The Beach Boys,10
11/5/1988,"Wild, Wild West",The Escape Club,12
11/5/1988,Groovy Kind Of Love,Phil Collins,10
11/5/1988,The Loco-Motion,Kylie Minogue,11
11/5/1988,Bad Medicine,Bon Jovi,7
11/5/1988,One Moment In Time,Whitney Houston,9
11/5/1988,Never Tear Us Apart,INXS,13
11/5/1988,Desire,U2,6
11/5/1988,Red Red Wine,UB40,28
11/5/1988,What's On Your Mind (Pure Energy),Information Society,17
10/29/1988,Groovy Kind Of Love,Phil Collins,9
10/29/1988,"Kokomo (From""Cocktail"" )",The Beach Boys,9
10/29/1988,"Wild, Wild West",The Escape Club,11
10/29/1988,Red Red Wine,UB40,27
10/29/1988,What's On Your Mind (Pure Energy),Information Society,16
10/29/1988,Don't You Know What The Night Can Do?,Steve Winwood,11
10/29/1988,The Loco-Motion,Kylie Minogue,10
10/29/1988,Never Tear Us Apart,INXS,12
10/29/1988,One Moment In Time,Whitney Houston,8
10/29/1988,Bad Medicine,Bon Jovi,6
10/22/1988,Groovy Kind Of Love,Phil Collins,8
10/22/1988,Red Red Wine,UB40,26
10/22/1988,What's On Your Mind (Pure Energy),Information Society,15
10/22/1988,Love Bites,Def Leppard,11
10/22/1988,"Wild, Wild West",The Escape Club,10
10/22/1988,"Kokomo (From""Cocktail"" )",The Beach Boys,8
10/22/1988,Don't You Know What The Night Can Do?,Steve Winwood,10
10/22/1988,Don't Be Cruel,Bobby Brown,14
10/22/1988,Don't Be Cruel,Cheap Trick,13
10/22/1988,The Loco-Motion,Kylie Minogue,9
10/15/1988,Red Red Wine,UB40,25
10/15/1988,Love Bites,Def Leppard,10
10/15/1988,Groovy Kind Of Love,Phil Collins,7
10/15/1988,Don't Be Cruel,Cheap Trick,12
10/15/1988,What's On Your Mind (Pure Energy),Information Society,14
10/15/1988,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,12
10/15/1988,Don't You Know What The Night Can Do?,Steve Winwood,9
10/15/1988,Don't Be Cruel,Bobby Brown,13
10/15/1988,"Wild, Wild West",The Escape Club,9
10/15/1988,I Hate Myself For Loving You,Joan Jett & the Blackhearts,17
10/8/1988,Love Bites,Def Leppard,9
10/8/1988,Red Red Wine,UB40,24
10/8/1988,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,11
10/8/1988,Don't Be Cruel,Cheap Trick,11
10/8/1988,One Good Woman,Peter Cetera,12
10/8/1988,Groovy Kind Of Love,Phil Collins,6
10/8/1988,I'll Always Love You,Taylor Dayne,18
10/8/1988,I Hate Myself For Loving You,Joan Jett & the Blackhearts,16
10/8/1988,What's On Your Mind (Pure Energy),Information Society,13
10/8/1988,Please Don't Go Girl,New Kids On The Block,16
10/1/1988,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,10
10/1/1988,Love Bites,Def Leppard,8
10/1/1988,I'll Always Love You,Taylor Dayne,17
10/1/1988,One Good Woman,Peter Cetera,11
10/1/1988,Red Red Wine,UB40,23
10/1/1988,Don't Be Cruel,Cheap Trick,10
10/1/1988,Sweet Child O' Mine,Guns N' Roses,15
10/1/1988,I Hate Myself For Loving You,Joan Jett & the Blackhearts,15
10/1/1988,Simply Irresistible,Robert Palmer,14
10/1/1988,What's On Your Mind (Pure Energy),Information Society,12
9/24/1988,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,9
9/24/1988,Sweet Child O' Mine,Guns N' Roses,14
9/24/1988,I'll Always Love You,Taylor Dayne,16
9/24/1988,Simply Irresistible,Robert Palmer,13
9/24/1988,Love Bites,Def Leppard,7
9/24/1988,Perfect World,Huey Lewis & The News,11
9/24/1988,One Good Woman,Peter Cetera,10
9/24/1988,If It Isn't Love,New Edition,13
9/24/1988,"Nobody's Fool (Theme From ""Caddyshack II"")",Kenny Loggins,12
9/24/1988,Don't Be Cruel,Cheap Trick,9
9/17/1988,Sweet Child O' Mine,Guns N' Roses,13
9/17/1988,Simply Irresistible,Robert Palmer,12
9/17/1988,Perfect World,Huey Lewis & The News,10
9/17/1988,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,8
9/17/1988,I'll Always Love You,Taylor Dayne,15
9/17/1988,When It's Love,Van Halen,12
9/17/1988,If It Isn't Love,New Edition,12
9/17/1988,"Nobody's Fool (Theme From ""Caddyshack II"")",Kenny Loggins,11
9/17/1988,Love Bites,Def Leppard,6
9/17/1988,It Would Take A Strong Strong Man,Rick Astley,10
9/10/1988,Sweet Child O' Mine,Guns N' Roses,12
9/10/1988,Simply Irresistible,Robert Palmer,11
9/10/1988,Perfect World,Huey Lewis & The News,9
9/10/1988,Monkey,George Michael,10
9/10/1988,When It's Love,Van Halen,11
9/10/1988,Fast Car,Tracy Chapman,15
9/10/1988,I'll Always Love You,Taylor Dayne,14
9/10/1988,If It Isn't Love,New Edition,11
9/10/1988,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,7
9/10/1988,"Nobody's Fool (Theme From ""Caddyshack II"")",Kenny Loggins,10
9/3/1988,Monkey,George Michael,9
9/3/1988,Sweet Child O' Mine,Guns N' Roses,11
9/3/1988,Simply Irresistible,Robert Palmer,10
9/3/1988,I Don't Wanna Go On With You Like That,Elton John,12
9/3/1988,I Don't Wanna Live Without Your Love,Chicago,14
9/3/1988,Perfect World,Huey Lewis & The News,8
9/3/1988,Fast Car,Tracy Chapman,14
9/3/1988,When It's Love,Van Halen,10
9/3/1988,If It Isn't Love,New Edition,10
9/3/1988,I'll Always Love You,Taylor Dayne,13
8/27/1988,Monkey,George Michael,8
8/27/1988,I Don't Wanna Go On With You Like That,Elton John,11
8/27/1988,I Don't Wanna Live Without Your Love,Chicago,13
8/27/1988,Sweet Child O' Mine,Guns N' Roses,10
8/27/1988,Simply Irresistible,Robert Palmer,9
8/27/1988,Fast Car,Tracy Chapman,13
8/27/1988,Roll With It,Steve Winwood,12
8/27/1988,Perfect World,Huey Lewis & The News,7
8/27/1988,Love Will Save The Day,Whitney Houston,9
8/27/1988,1/2/2003,Gloria Estefan & Miami Sound Machine,13
8/20/1988,Roll With It,Steve Winwood,11
8/20/1988,Monkey,George Michael,7
8/20/1988,1/2/2003,Gloria Estefan & Miami Sound Machine,12
8/20/1988,I Don't Wanna Go On With You Like That,Elton John,10
8/20/1988,Make Me Lose Control,Eric Carmen,14
8/20/1988,I Don't Wanna Live Without Your Love,Chicago,12
8/20/1988,Hands To Heaven,Breathe,19
8/20/1988,Sign Your Name,Terence Trent D'Arby,13
8/20/1988,Sweet Child O' Mine,Guns N' Roses,9
8/20/1988,Fast Car,Tracy Chapman,12
8/13/1988,Roll With It,Steve Winwood,10
8/13/1988,Hands To Heaven,Breathe,18
8/13/1988,Make Me Lose Control,Eric Carmen,13
8/13/1988,Sign Your Name,Terence Trent D'Arby,12
8/13/1988,1/2/2003,Gloria Estefan & Miami Sound Machine,11
8/13/1988,I Don't Wanna Go On With You Like That,Elton John,9
8/13/1988,I Don't Wanna Live Without Your Love,Chicago,11
8/13/1988,Monkey,George Michael,6
8/13/1988,Hold On To The Nights,Richard Marx,13
8/13/1988,Just Got Paid,Johnny Kemp,14
8/6/1988,Roll With It,Steve Winwood,9
8/6/1988,Hands To Heaven,Breathe,17
8/6/1988,Hold On To The Nights,Richard Marx,12
8/6/1988,Make Me Lose Control,Eric Carmen,12
8/6/1988,Sign Your Name,Terence Trent D'Arby,11
8/6/1988,1/2/2003,Gloria Estefan & Miami Sound Machine,10
8/6/1988,I Don't Wanna Go On With You Like That,Elton John,8
8/6/1988,I Don't Wanna Live Without Your Love,Chicago,10
8/6/1988,Pour Some Sugar On Me,Def Leppard,16
8/6/1988,Monkey,George Michael,5
7/30/1988,Roll With It,Steve Winwood,8
7/30/1988,Hold On To The Nights,Richard Marx,11
7/30/1988,Hands To Heaven,Breathe,16
7/30/1988,Pour Some Sugar On Me,Def Leppard,15
7/30/1988,Make Me Lose Control,Eric Carmen,11
7/30/1988,Sign Your Name,Terence Trent D'Arby,10
7/30/1988,New Sensation,INXS,12
7/30/1988,1/2/2003,Gloria Estefan & Miami Sound Machine,9
7/30/1988,Rush Hour,Jane Wiedlin,13
7/30/1988,I Don't Wanna Go On With You Like That,Elton John,7
7/23/1988,Hold On To The Nights,Richard Marx,10
7/23/1988,Pour Some Sugar On Me,Def Leppard,14
7/23/1988,New Sensation,INXS,11
7/23/1988,Roll With It,Steve Winwood,7
7/23/1988,The Flame,Cheap Trick,16
7/23/1988,Hands To Heaven,Breathe,15
7/23/1988,Make Me Lose Control,Eric Carmen,10
7/23/1988,Mercedes Boy,Pebbles,12
7/23/1988,Sign Your Name,Terence Trent D'Arby,9
7/23/1988,Rush Hour,Jane Wiedlin,12
7/16/1988,The Flame,Cheap Trick,15
7/16/1988,Mercedes Boy,Pebbles,11
